system:index,AOD,AOD_available,LST_C,LST_available,NO2,NO2_available,climate_available,date,dewpoint,month,pressure,rainfall_mm,temperature,wind_speed,year,.geo
131,0.6990000000000001,1,25.410000000000025,1,-999.0,0,1,2010-12,13.592143795054483,12,101041.5068779402,1.2875359307070624,19.404680219260626,1.4857266864056857,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,1.089,1,23.085000000000036,1,-999.0,0,1,2011-01,11.371607860442225,1,101230.77577389953,0.03911222591840112,17.808327795869673,1.3760115292511184,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,0.78,1,29.260000000000034,1,-999.0,0,1,2011-02,12.936931796300996,2,101085.83440871465,0.09159494995333464,21.854319599696566,1.499643089901309,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,0.683,1,32.35500000000005,1,-999.0,0,1,2011-03,17.556480005735978,3,100832.06004809306,2.4815095311427533,25.813357187086638,2.058484436377021,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,0.789,1,32.450000000000024,1,-999.0,0,1,2011-04,22.237970267401863,4,100756.07864583333,3.616278640053968,27.14592319064684,1.2161970553628898,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,0.8310000000000001,1,33.310000000000024,1,-999.0,0,1,2011-05,24.6246034847793,5,100328.81555569555,13.009716882607913,27.680554921139958,1.8920482368787528,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,-999,0,33.59000000000003,1,-999.0,0,1,2011-06,25.33465696970626,6,99882.2600423177,14.573225563330183,27.644758881462963,2.8902989526976905,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,0.749,1,32.01000000000005,1,-999.0,0,1,2011-07,24.947231034309766,7,100050.23838625672,9.320780505980508,27.794046881891006,2.707215510725897,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,-999,0,34.93000000000001,1,-999.0,0,1,2011-08,24.86938504044724,8,100171.98210685483,13.746228539009767,27.095801064275975,2.6081659499628724,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,0.627,1,31.80000000000001,1,-999.0,0,1,2011-09,24.756102964613262,9,100255.01872287327,9.35422183070867,27.470249917772037,2.477836032817054,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,0.685,1,32.57000000000003,1,-999.0,0,1,2011-10,22.99590228501188,10,100810.30409421206,1.6823736715778637,26.992292945615702,0.9531159030037699,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.8170000000000001,1,30.055000000000035,1,-999.0,0,1,2011-11,16.80467847188322,11,101162.63056640625,0.1093821106495104,23.03222719828284,1.1939664320389054,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.733,1,25.49500000000002,1,-999.0,0,1,2011-12,14.355232923774395,12,101289.40996723791,0.00709608941081243,19.85905225610219,1.3950122239300085,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.994,1,24.175000000000026,1,-999.0,0,1,2012-01,12.469388518794915,1,101336.54865486393,0.7119815987008662,18.158674863589795,1.4654065705756392,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,0.744,1,28.675000000000026,1,-999.0,0,1,2012-02,11.916734204347108,2,101029.6572490122,0.08685056029819328,21.462232909805493,1.5991437926965735,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,0.789,1,32.055000000000035,1,-999.0,0,1,2012-03,16.537583964358078,3,100803.70741977486,0.3770538234313392,26.458276736351763,1.5749365284904262,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,0.759,1,32.77500000000002,1,-999.0,0,1,2012-04,23.04843794504808,4,100573.4655219184,9.223281201909472,27.063304752773718,2.187842289520624,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,1.052,1,35.30000000000004,1,-999.0,0,1,2012-05,24.849558171918318,5,100204.79979418681,3.764663275719746,29.31658780497895,2.2290811838044444,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,1.1380000000000001,1,32.190000000000055,1,-999.0,0,1,2012-06,25.910813013712584,6,99716.11082899306,10.752246962139605,29.17701136271154,3.544923927041894,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,-999,0,-999,0,-999.0,0,1,2012-07,24.946166344099197,7,99907.15819262434,7.987801754160433,27.74827890293568,3.592703405901158,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,-999,0,-999,0,-999.0,0,1,2012-08,24.87709679962495,8,100139.82028624832,9.087516874718892,27.695721029466142,2.736063338519134,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,0.722,1,-999,0,-999.0,0,1,2012-09,24.92341950734459,9,100478.18195529516,8.66784277590516,27.452625083923408,2.273178937659614,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,0.512,1,32.703333333333354,1,-999.0,0,1,2012-10,21.95191909215788,10,100938.91148458504,5.196739226261551,25.649591515653867,1.4347452124551416,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,0.607,1,28.476666666666706,1,-999.0,0,1,2012-11,16.795945337083594,11,101098.86670464411,1.9959436078478872,21.776335016886435,1.3827681988894618,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,0.8240000000000001,1,23.550000000000026,1,-999.0,0,1,2012-12,13.814359221919915,12,101251.65869140625,0.15931282840669736,18.601067725560995,1.425131096225661,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,1.083,1,23.67000000000003,1,-999.0,0,1,2013-01,11.218687537408698,1,101442.09753024194,0.011363391522197177,17.349454867455165,1.575697041705015,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,0.552,1,30.055000000000035,1,-999.0,0,1,2013-02,13.03589267276584,2,101252.10351562499,0.3766066796251672,21.355156176430853,2.00170444681146,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,0.66,1,34.210000000000036,1,-999.0,0,1,2013-03,17.0104620205459,3,100923.91272891464,0.19447120182360872,26.421118200978867,1.5142794875756243,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,0.709,1,35.06000000000003,1,-999.0,0,1,2013-04,21.64021341535789,4,100570.55466037327,3.756471704041668,28.04636647966163,1.9745421720144598,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,0.919,1,25.55000000000001,1,-999.0,0,1,2013-05,24.274492456579765,5,100229.9142987651,20.672934119758107,26.647443287347016,2.607712580046444,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,0.597,1,36.13000000000005,1,-999.0,0,1,2013-06,25.151630126105374,6,99988.77968750003,4.867045891509273,28.4883603837755,2.400285074274883,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,-999,0,-999,0,-999.0,0,1,2013-07,24.740071581768746,7,99926.75712995633,5.03491732450376,27.87860368708141,3.417442952250382,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,-999,0,-999,0,-999.0,0,1,2013-08,24.717901955881473,8,100181.11546013942,8.34624406406425,27.24902303552119,2.6645200196775902,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,0.594,1,33.39000000000004,1,-999.0,0,1,2013-09,24.93585391574436,9,100403.55320095486,8.006969856620099,27.421430354648123,1.7409303150934796,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,0.586,1,31.45666666666669,1,-999.0,0,1,2013-10,22.980058821811497,10,100918.42441091228,5.8670614034907524,25.816656428511408,1.1694923358845597,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,0.47300000000000003,1,30.560000000000016,1,-999.0,0,1,2013-11,16.17089152865941,11,101192.96303710938,0.007859733238291255,21.924854638841396,1.6008426182540052,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,1.041,1,25.57500000000003,1,-999.0,0,1,2013-12,13.713149745490057,12,101333.66648290493,0.06634237656196859,19.537053311255704,1.2909681145432212,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,0.756,1,24.820000000000036,1,-999.0,0,1,2014-01,12.959160843715892,1,101556.24238701277,0.031426928061254356,18.208955301264382,1.7117130951169666,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,0.833,1,28.120000000000033,1,-999.0,0,1,2014-02,13.704502337319582,2,101192.8755812872,2.1024014221975307,19.86601945786248,1.6188941923188227,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,0.532,1,34.800000000000026,1,-999.0,0,1,2014-03,16.042365789926237,3,101080.32113155242,0.7042537647191327,24.720060090095842,1.66659208567661,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,0.796,1,36.09000000000003,1,-999.0,0,1,2014-04,21.1559085210165,4,100686.3404513889,2.1494609399281233,29.123327340020126,1.5264780055353417,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,0.774,1,33.505000000000024,1,-999.0,0,1,2014-05,24.473113796275186,5,100421.3346144153,6.039276750184151,29.314823630548176,2.6091672790911167,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,1.197,1,29.33000000000004,1,-999.0,0,1,2014-06,25.668193054199264,6,99873.0064561632,11.857291748220552,28.50383964114718,2.507275185115715,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,0.488,1,-999,0,-999.0,0,1,2014-07,25.144192611530343,7,99941.23523080477,5.528374086654276,28.268114241733315,3.3137625321499145,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,-999,0,33.690000000000055,1,-999.0,0,1,2014-08,25.086174901326558,8,100195.58264553931,9.307668881171546,27.61602449724751,2.820902509318392,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,0.8160000000000001,1,32.80000000000004,1,-999.0,0,1,2014-09,24.585749477810396,9,100489.25354275174,5.596048564933653,27.624923833211312,2.1592617402328633,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,0.556,1,31.980000000000018,1,-999.0,0,1,2014-10,22.320992283154624,10,101024.7056766633,2.111603954625432,26.150458846553704,0.9682604948332489,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,0.719,1,29.63500000000002,1,-999.0,0,1,2014-11,17.353502358330616,11,101140.91184895833,0.09642009230527529,23.14285002814404,1.1017278010596079,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,0.711,1,25.710000000000008,1,-999.0,0,1,2014-12,14.946132093860228,12,101382.48411248319,0.1075891308828881,19.576013368175836,1.4138273627953628,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,0.846,1,25.035000000000025,1,-999.0,0,1,2015-01,13.85403287333827,1,101477.90179771504,0.4056881767825088,18.906560024138457,1.66816268698429,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,1.084,1,28.720000000000027,1,-999.0,0,1,2015-02,15.035936223893032,2,101331.24943033852,0.6273446630627534,21.498588180541958,1.3158502863700485,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,0.591,1,33.87500000000003,1,-999.0,0,1,2015-03,16.497555115402406,3,101168.85505397343,1.3450372797136185,25.34688148498543,1.5300283383899236,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,1.018,1,35.003333333333366,1,-999.0,0,1,2015-04,22.76076060401067,4,100809.84565429686,11.615544777856712,26.05204681820345,1.6638000446373666,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,1.01,1,32.14333333333335,1,-999.0,0,1,2015-05,25.25914775479231,5,100429.29781481014,6.9847937477584034,28.549832403531695,2.159186439145456,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,0.889,1,35.49000000000001,1,-999.0,0,1,2015-06,25.200483597649452,6,100087.29855685764,10.024846159509693,28.320486005147302,3.103812058157357,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,-999,0,-999,0,-999.0,0,1,2015-07,24.982527566725196,7,99920.43048555111,19.323879563568852,27.11174022305397,2.6031259577239263,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,-999,0,-999,0,-999.0,0,1,2015-08,25.158590960759,8,100247.3940639701,11.770135588893282,27.73401786229948,2.8091158625475847,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,0.785,1,32.29000000000002,1,-999.0,0,1,2015-09,25.088259696960506,9,100499.22737630206,9.237012653784522,28.01412315368657,1.8366712117607757,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,0.8260000000000001,1,31.650000000000034,1,-999.0,0,1,2015-10,22.602349668933527,10,101019.85683383734,3.766469913245721,26.08992243120747,1.066329171064637,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,0.5720000000000001,1,30.955000000000027,1,-999.0,0,1,2015-11,17.954828580220635,11,101241.86985677085,0.24341849622970813,23.398490164015016,1.043746346045147,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,1.1260000000000001,1,24.210000000000036,1,-999.0,0,1,2015-12,14.547697239537342,12,101475.67714633737,0.330663027055938,19.68079038640502,1.1440388538670123,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,1.2690000000000001,1,23.705000000000027,1,-999.0,0,1,2016-01,12.761128792711531,1,101484.44841019825,0.247898885439144,18.356068445021094,1.33647714851535,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,1.3780000000000001,1,29.550000000000026,1,-999.0,0,1,2016-02,16.94809461133235,2,101339.28887728989,1.1304347195878128,22.84350574098778,1.0001618252882354,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,0.912,1,32.19000000000003,1,-999.0,0,1,2016-03,19.269040700440826,3,101035.70155514953,3.7717129445176565,26.4526770889118,1.4344988809465287,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,0.865,1,34.71000000000002,1,-999.0,0,1,2016-04,24.57866634792748,4,100454.18103298613,4.852150324849565,28.881328709920297,3.032767231107328,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,1.103,1,30.54333333333337,1,-999.0,0,1,2016-05,24.52933611715997,5,100391.84172337028,13.485684767567085,27.72340227762851,1.7617221950534196,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,0.788,1,34.59000000000003,1,-999.0,0,1,2016-06,25.230736690097444,6,100234.45513237848,7.068498345737595,28.35271277957486,2.232531537546825,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,-999,0,-999,0,-999.0,0,1,2016-07,25.20561020143583,7,100137.43456506214,11.504269000654757,27.56440155275402,3.004295247823565,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,0.321,1,27.53000000000003,1,-999.0,0,1,2016-08,25.002718759352206,8,100073.87455372143,7.426293667998102,28.210045320244262,2.802176856873548,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,0.35000000000000003,1,-999,0,-999.0,0,1,2016-09,25.13075936635329,9,100410.76556532118,8.059095988101816,27.88883813222259,1.8164974246704173,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,0.371,1,33.21500000000003,1,-999.0,0,1,2016-10,23.617234802246173,10,100678.00685168846,4.20359111071255,26.79980262428205,1.2829574519242566,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,0.506,1,29.30333333333336,1,-999.0,0,1,2016-11,18.498602167765398,11,101104.0597005208,1.3720910514981217,23.132281133863614,1.0392997924334615,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,0.743,1,26.970000000000027,1,-999.0,0,1,2016-12,15.646843149328788,12,101279.52381552418,0.012708756419934918,20.884917339201934,1.415877862824935,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,0.717,1,25.62500000000003,1,-999.0,0,1,2017-01,12.643043649324795,1,101399.64927230342,0.010184399284738785,19.169341762091506,1.9488173718594488,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,0.875,1,29.660000000000025,1,-999.0,0,1,2017-02,14.030909588223324,2,101292.77398972285,0.13843435202964827,22.327674302600656,1.5693333289745244,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,0.834,1,30.555000000000035,1,-999.0,0,1,2017-03,18.3247837230723,3,100945.18333648352,3.1100531260741096,23.965996042887355,1.494985387048168,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,0.932,1,33.03000000000005,1,-999.0,0,1,2017-04,23.20637864006892,4,100622.00920681424,11.554573012491668,26.983227941724977,2.236729223908243,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,1.0110000000000001,1,31.490000000000048,1,-999.0,0,1,2017-05,25.06570658940143,5,100435.2310200353,9.9723058313007,28.325860739267,1.3313992965913397,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,-999,0,-999,0,-999.0,0,1,2017-06,25.5685348934598,6,100033.27095811632,16.861383136673897,28.08047584957552,2.4405809781868815,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,-999,0,-999,0,-999.0,0,1,2017-07,25.166306452597382,7,100055.47373781924,12.891922111299825,27.55507441284834,2.9069087508541482,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,-999,0,27.78000000000003,1,-999.0,0,1,2017-08,25.29026339951389,8,100196.05930254536,11.26893507114598,28.045226751348025,2.3894412920980064,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,0.629,1,33.950000000000045,1,-999.0,0,1,2017-09,25.30549295213484,9,100480.31342230905,10.206888044257312,27.859363555908203,1.7457540246962955,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,0.669,1,30.8566666666667,1,-999.0,0,1,2017-10,23.27506929623189,10,100741.9754966818,7.37349778646436,26.403763584424098,1.5223328945459036,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,0.534,1,30.295000000000016,1,-999.0,0,1,2017-11,17.828831524319185,11,101115.05176323786,0.25049069993841044,23.27180192735466,1.55861937694919,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,0.632,1,25.815000000000026,1,-999.0,0,1,2017-12,16.039360464772813,12,101354.86008904569,3.5828811981884066,19.86019996725105,1.2005196199570796,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,1.038,1,23.54000000000005,1,-999.0,0,1,2018-01,12.14357756337813,1,101233.45817582322,0.028306220778472013,17.41182795698927,1.6459460999380164,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,1.034,1,29.225000000000037,1,-999.0,0,1,2018-02,15.008187412080304,2,101240.67002650668,0.13279037906536015,22.192650935763425,1.2258621989409042,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,0.833,1,32.71000000000002,1,-999.0,0,1,2018-03,18.253413608510016,3,100890.06150243618,2.0861171042220863,26.208253663585992,1.4442782082577064,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,0.879,1,32.78333333333336,1,-999.0,0,1,2018-04,22.79589167700874,4,100763.98767903648,7.285420711450404,26.5698411941529,1.3286985274468044,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,0.988,1,30.136666666666695,1,-999.0,0,1,2018-05,24.047969764791503,5,100523.04095787129,13.86087151740374,26.77502524263116,1.8689513568474068,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,1.125,1,34.05000000000001,1,9.011345017435295E-5,1,1,2018-06,25.686248779296818,6,99956.21692708335,10.559574638084968,28.5119457032946,2.341920965178151,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,-999,0,-999,0,6.359502438738845E-5,1,1,2018-07,25.24179414318462,7,99871.82670740927,8.752304804486682,28.11254159660757,3.1840161969162586,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,-999,0,32.75000000000003,1,5.292095739253555E-5,1,1,2018-08,25.152024984872583,8,99967.69711861557,5.024248406868992,28.34582405500521,2.782589262448048,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,0.653,1,35.03000000000003,1,2.1724042970695063E-4,1,1,2018-09,24.98749889797631,9,100537.37006293403,4.588856055628672,28.3179939693876,2.0347470871027484,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,0.768,1,32.350000000000044,1,1.7387950508687095E-4,1,1,2018-10,21.55745765521965,10,101052.0682123656,3.334434524867627,25.767708694293958,1.1283510015712932,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,0.682,1,29.93500000000003,1,2.351992761615942E-4,1,1,2018-11,17.57876209682894,11,101270.12401801214,0.16104401674894575,23.367315228780058,1.002154364945187,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,0.612,1,25.97000000000004,1,1.849653277874227E-4,1,1,2018-12,13.29407635350384,12,101404.5177828881,1.0770504130200902,19.243325395481577,1.7261091817026613,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,0.793,1,26.39000000000003,1,2.0431587045563877E-4,1,1,2019-01,11.940305184805311,1,101525.43138860886,0.00919946586521295,19.06687245112596,1.7231587634702041,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,0.728,1,28.270000000000024,1,2.2553871535289837E-4,1,1,2019-02,13.887624268304762,2,101341.40126836869,1.5142725831476562,21.522273363385864,1.4757237155548595,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,0.765,1,31.62500000000003,1,1.8826958119526324E-4,1,1,2019-03,16.985611626409764,3,101043.72371156754,1.5844405084675464,25.11923938464099,1.4149175929386428,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,0.859,1,35.03000000000003,1,1.0850701691283558E-4,1,1,2019-04,22.80694277021621,4,100758.39527452257,5.568128064930988,26.876729562547496,1.4472876308974263,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,1.008,1,32.58000000000004,1,7.782437874835423E-5,1,1,2019-05,25.358306257186428,5,100372.4758327033,8.28115234188171,29.33784668214861,2.5753527714329025,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,1.167,1,30.510000000000048,1,8.199489097117618E-5,1,1,2019-06,25.813751856485965,6,100092.66794704863,11.057519629777227,28.739179166158124,2.3380366029635797,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,-999,0,-999,0,5.840373903258592E-5,1,1,2019-07,25.60919586099601,7,100009.10063844088,8.826216800927693,28.465603990452337,3.154727556618078,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,-999,0,33.13000000000005,1,5.046299737756549E-5,1,1,2019-08,25.428653212516565,8,100057.72397933468,7.81127227807473,28.50484988304885,2.5694069314446524,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,-999,0,33.01000000000002,1,1.4849416267465054E-4,1,1,2019-09,24.934736802842906,9,100616.26972656249,6.662506910415189,27.85024513668492,2.07715724211158,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,0.578,1,31.970000000000027,1,1.2286010294854078E-4,1,1,2019-10,23.181126674529025,10,101000.41300718246,5.664197680906044,26.16810938927449,1.1884161243163411,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,0.5680000000000001,1,30.205000000000027,1,2.1163400968500718E-4,1,1,2019-11,19.803292571173756,11,101158.28538953993,2.798436515428785,23.502815522087985,1.1281013597259222,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,0.788,1,24.620000000000033,1,1.6247033671219532E-4,1,1,2019-12,14.292769388998806,12,101512.17138671874,0.3250500480966652,19.00726319179745,1.5745809769403591,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,1.086,1,24.623333333333353,1,2.000628015099745E-4,1,1,2020-01,13.55068492684319,1,101440.69051369288,0.3068775991779843,18.007956933462538,1.3677237885896345,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,0.998,1,28.430000000000035,1,2.122839245312566E-4,1,1,2020-02,12.72401100684857,2,101429.31303318066,0.3875263937778303,20.364950456290444,1.3377002341985647,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,0.674,1,34.49000000000004,1,1.8870814180547545E-4,1,1,2020-03,16.718797753446836,3,101040.83258253532,1.0528313981945718,24.8639639659595,1.1812771153735375,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,0.725,1,36.49000000000001,1,4.746356101676113E-5,1,1,2020-04,21.634215905931285,4,100854.62605794266,9.039107873547536,26.91559458838566,1.3179817816724486,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,0.8150000000000001,1,35.24000000000004,1,7.687898831467223E-5,1,1,2020-05,24.47494856311431,5,100483.28051495297,8.841759085617166,27.709412429153247,1.9195107414629051,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,0.812,1,34.410000000000025,1,5.796039530830916E-5,1,1,2020-06,25.509302075704,6,100198.70723198784,12.465297561026862,27.979623582627994,2.676559236417541,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,-999,0,-999,0,6.0659459429710045E-5,1,1,2020-07,25.618891078169668,7,100188.87302062332,10.941668452383235,28.132931789275176,2.791103251267686,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,0.685,1,33.83000000000004,1,5.563375395424084E-5,1,1,2020-08,25.421446162398126,8,100031.23145056285,8.215560171119446,28.22607502680961,2.977091559523784,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,0.429,1,-999,0,9.384811851337503E-5,1,1,2020-09,25.468666394551576,9,100388.32696940101,7.570265976205684,28.26559191809764,2.097707836506058,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,0.5670000000000001,1,31.810000000000045,1,1.9483240883286227E-4,1,1,2020-10,24.737787972727233,10,100592.88692876342,6.770510964997926,27.556531483640015,1.174775045659046,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,0.532,1,30.463333333333367,1,1.9879770591458524E-4,1,1,2020-11,17.855554835001612,11,101268.18178710938,0.436916136286906,23.08966181013318,1.4381553607075281,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,1.037,1,26.09666666666671,1,2.5984699654566635E-4,1,1,2020-12,13.955694883613205,12,101343.63137915828,0.013758498730273839,19.415397795810463,1.4110527717759345,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,1.2610000000000001,1,24.02333333333337,1,3.6553182298956966E-4,1,1,2021-01,12.940515731483345,1,101282.77977465557,0.1260604068585464,18.804074736564417,1.4307330922771946,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,0.993,1,29.65500000000003,1,3.0688332003588834E-4,1,1,2021-02,13.426574507213843,2,101217.71927315848,0.0864680057604618,21.37849948973883,1.5868647888108378,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,1.051,1,33.710000000000036,1,3.2936375366050786E-4,1,1,2021-03,17.996604209817917,3,100872.37256384408,0.4189901320755771,26.84141034772324,1.1007801730832272,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,0.916,1,34.910000000000025,1,1.60217620386206E-4,1,1,2021-04,20.778495746188696,4,100716.91656901041,0.5783403625482464,29.606188625759557,1.6406713519138862,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,0.756,1,35.83666666666668,1,1.0536136127799889E-4,1,1,2021-05,24.35404097444274,5,100447.85009240589,9.19535222802224,28.312774974043577,1.726004780750944,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,-999,0,-999,0,7.152936913440607E-5,1,1,2021-06,25.258536084493073,6,100132.9151421441,15.446013042491677,27.438747554355245,2.810758369778705,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,-999,0,-999,0,5.387146453662057E-5,1,1,2021-07,25.387806172524733,7,100027.8428626932,9.446228445149758,28.107462368216545,2.627472553815226,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,-999,0,32.85000000000002,1,9.412803544306843E-5,1,1,2021-08,25.381397768246245,8,100277.89602234545,10.06652987806643,27.881353981264226,2.3739693503308974,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,0.467,1,33.55000000000001,1,9.714649438906892E-5,1,1,2021-09,25.008234214782703,9,100475.49420572916,6.487103283594327,27.986128679911474,1.5873576327841599,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
