system:index,date,dewpoint_2m_temperature,mean_2m_air_temperature,month,surface_pressure,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed,year,.geo
138,2011-07,299.0892201710804,302.20639880162105,7,100027.89244240937,0.009181259345161948,-1.0299378731099496,2.559551645789862,2.893860912318041,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2011-08,299.03012252146874,301.5717852420557,8,100143.88675887462,0.014001273262349201,-1.6097175886983957,2.136127308128103,2.8498118625923916,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2011-09,298.91349468250405,301.952034173295,9,100218.7046450151,0.009224849245684502,-1.5225284475094119,1.9524924259531533,2.7266137914384885,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2011-10,297.15692332902586,301.08517746171447,10,100781.59433692096,0.0016202483269454455,4.3287130048327713E-4,-0.1933023368649012,1.048387534512964,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2011-11,291.37504567494915,296.12939668253944,11,101137.03488796578,1.1029626076751692E-4,0.13749114324386566,-1.0230444404173713,1.3374985615416912,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2011-12,287.9843883195553,291.8330669975473,12,101270.20573074017,8.109363113874624E-6,0.5003359970069243,-1.2668801829173844,1.511832135273701,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,2012-01,286.37082531824325,290.9370078771616,1,101320.23713966513,7.262779310301568E-4,0.48712327120767507,-0.9331406463909245,1.568059817777378,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,2012-02,286.1735168518496,293.94730069716525,2,101012.52553814197,9.203988983320945E-5,1.0831764822880188,-0.3737140582107224,1.735537354642042,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,2012-03,291.1751447633434,299.60333982776893,3,100779.68194706696,4.1306364415790266E-4,0.4521050561650883,0.7099988721168531,1.6412361548687318,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2012-04,296.38841858217484,300.6524902405215,4,100544.25137367824,0.009370117994308593,-0.3289095516201232,2.035397737047824,2.4622134625966674,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2012-05,298.3626553722738,302.9135190842734,5,100177.37548621601,0.003680292972009948,-0.4674910551171528,2.014478495065779,2.416931819091343,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2012-06,299.5341768293582,302.96298542925484,6,99702.14678688318,0.010056600514480474,-1.0702551735852057,3.3950196648892548,3.8261330295906264,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,2012-07,299.1966850595772,302.1559368214219,7,99870.63681394764,0.008048412867719523,-1.6523658858565284,3.1153246528552487,3.7232330664942985,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2012-08,299.2031079310546,302.3664653367026,8,100099.34845638217,0.008888254718140351,-1.4474025299902051,2.2289148290351797,2.784806434069363,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2012-09,299.1916003885106,302.0170648642056,9,100441.51907414402,0.00892013537698432,-1.242967799807123,1.816777704537575,2.4662863437091853,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,2012-10,296.3138054700776,299.85601072128924,10,100908.78426170695,0.0049965431294727546,0.2231641683693739,-0.3188711430370988,1.5417241164661788,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2012-11,291.1117636074592,295.32166941048274,11,101078.03121223564,0.0021664118963553533,0.6140534984381176,-1.0561316175523243,1.5626840774090922,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,2012-12,287.3428230892615,290.5477935698817,12,101237.53860932779,1.8273340536971753E-4,0.966503403758234,-0.7326100015688278,1.541038156290563,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,2013-01,284.8383884825615,289.51615072598025,1,101418.06325528701,1.2797917431810813E-5,1.0181822723252298,-1.1377307679597946,1.6719654172408498,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2013-02,287.80180318626867,294.2910625968695,2,101233.07351302869,3.9386187938805425E-4,1.4080037209442617,-1.5286410064255482,2.150318838925023,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,2013-03,291.6759803672091,299.26752561509664,3,100901.75864016869,1.7198851603147323E-4,0.913480731619809,0.5241988105716302,1.6622249675897947,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,2013-04,295.34421793619794,301.28875213653777,4,100550.29480425478,0.003609471187494463,0.010620531089386315,1.6824170009367179,2.12072393727314,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,2013-05,297.75473410307706,300.5085939651289,5,100203.15177020391,0.01913803179034624,-1.7194107044859597,1.9473209682908303,3.082710966164424,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2013-06,299.29166605815897,303.0440017869224,6,99952.91412072003,0.005088843224609546,-1.0181443505176724,2.1071651293551934,2.5196950382583068,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2013-07,299.0412704913397,302.37988493305676,7,99895.79986153069,0.004966079258835478,-2.108702314608287,2.806260954865516,3.6483087488586095,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,2013-08,299.0318846119614,301.83976719482655,8,100145.70214942093,0.008513135369773299,-1.6846381645308275,2.09900587603885,2.876368556297676,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2013-09,299.0600833643118,301.96858845045193,9,100366.1761455186,0.007503644461965814,-0.8518660287122353,1.2389983805764957,1.8560598360134013,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2013-10,297.19074661546847,300.0619514519114,10,100886.93082043051,0.005798798983246987,-0.5345641166121817,0.24085380480908913,1.3168655103808606,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,2013-11,290.8242196904208,295.44703039686004,11,101173.44762713999,1.3734359552926887E-5,0.7952045721469927,-1.3676533356413978,1.7189068280501008,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,2013-12,288.0684836949466,292.0429730464324,12,101307.68306268881,6.63878649888733E-5,0.419146512060127,-0.9833071778908236,1.3808012868887092,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,2014-01,286.70934504175716,290.386474904409,1,101539.20520046576,2.5920610406123243E-5,1.2416158304713885,-1.1566055774208523,1.7534029285853598,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,2014-02,287.5616545555214,292.8600644206712,2,101176.77565772911,0.0021817271181495718,0.9529503424842312,-0.8217937389409312,1.8032250828746013,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2014-03,290.71258135562215,297.763490582761,3,101055.80778732373,6.807424983702325E-4,1.072994901250376,-0.08869746297387797,1.8314100313658077,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,2014-04,295.54783580276774,302.0846118385337,4,100660.10064199397,0.002002769970421352,-0.07397502339693596,1.1326233049653927,1.6836858985528014,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2014-05,298.1176119555639,302.8185513683676,5,100390.48666289021,0.0060290879651543955,-0.2832104277874888,2.6518857899749384,2.8840509811881567,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2014-06,299.45944597411375,302.5260965614281,6,99841.37665691088,0.011925616611099135,-0.6261744055142936,2.4686884588585394,2.71433941098699,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2014-07,299.3285199152859,302.6059654643048,7,99907.83440174971,0.005553420694040327,-2.3373577435331163,2.4255943385735983,3.5704020872480515,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2014-08,299.22514690848647,301.99944263162445,8,100158.52939325274,0.009791490746416293,-1.1620111327877214,2.4444657661403406,3.0070764193945725,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,2014-09,298.7476349276477,301.9589312381495,9,100449.15135164902,0.0055474028806319345,-0.9334462411334025,1.836574310670566,2.311520610874461,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,2014-10,296.54772506667763,300.2447832151723,10,100995.22020392747,0.002033125193628284,0.12729420857006926,-0.2928681009515654,1.0997065226511933,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,2014-11,291.9244708012238,296.1646217860964,11,101112.72081445115,9.280527304895601E-5,0.755828662605324,-0.8540152738821829,1.2820566066496768,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,2014-12,288.60122107191745,291.51111453268584,12,101364.36867604479,1.2092195556559496E-4,0.8983642304051678,-1.0692456602930183,1.4605964795793096,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,2015-01,287.59235515306364,291.0686193245296,1,101456.95866534492,5.164558505559713E-4,1.029999857798804,-1.147545704080499,1.7379295466044378,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,2015-02,289.36977845774913,294.2404516367993,2,101300.36571783737,7.043313690916562E-4,0.4502854228800035,-0.4440683362227071,1.498709847539988,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,2015-03,291.16551360622987,298.40855565373636,3,101144.70059006797,0.0013419480533840853,1.0154682316928954,-0.5255897017464057,1.668655882863118,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,2015-04,296.0790021667788,299.9040689796839,4,100774.23239866564,0.01092602686350649,-0.5952986874729242,1.0820064508062592,1.9843356253158997,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,2015-05,298.59934126286345,302.36912348844254,5,100397.76841956194,0.007202777538020894,-0.5993943088124285,2.230065195558055,2.4981839444257767,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,2015-06,299.05755531641415,302.22854824469533,6,100055.25381262589,0.010449982893888621,-0.9362552438617832,2.874363686743099,3.3873870265361554,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2015-07,299.06656301139225,301.5652381428299,7,99891.51049376886,0.018841544836609506,-1.7594305752027188,1.2323523327903323,2.9728866941965424,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,2015-08,299.41444359786067,302.1204359901635,8,100203.43423653071,0.011695600204800012,-0.9094184825307532,2.641948796230981,2.995501339870007,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2015-09,299.22918439329214,302.31511758456656,9,100462.45135164904,0.008599281632261724,-0.16800114020840273,1.3453497354117523,1.9970153199636829,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,2015-10,296.9315097897193,300.4663768326527,10,100983.95521462739,0.0035540646676458084,-0.29581545130964004,-0.06070015613601167,1.2534795855195138,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,2015-11,292.63242269249,296.97401381201615,11,101219.21750534992,2.21767933405985E-4,0.07847888879346673,-0.6629212498904954,1.1930333073268349,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,2015-12,288.6834854848195,292.4590301114146,12,101450.48739300099,2.912858886372725E-4,0.334904233842698,-0.8153385334744794,1.292916817459742,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,2016-01,286.82089417180026,290.7318833273343,1,101457.52342963242,2.478515117658744E-4,0.6838558161966991,-0.8035080474669117,1.4703830174685841,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,2016-02,291.04454046366556,296.0355223134204,2,101309.85947098439,0.001102888803790283,0.504395027619234,-0.005029879652774046,1.2047164370283463,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,2016-03,293.3446554224296,299.5869439223982,3,101009.96544089878,0.0035372791879820704,0.48432839900585317,0.659887145317093,1.589434082966939,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,2016-04,298.70998470002905,302.9583540840571,4,100434.49887493705,0.005347499195186184,-0.27995874382187835,3.0543762763101165,3.466078667160189,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2016-05,297.67893108202736,301.34333099641833,5,100360.79715508559,0.013605316237650607,-0.9930223311542382,1.344079013005244,2.1377177758628587,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2016-06,299.24124296098074,302.74058768434696,6,100205.76961700655,0.006987575900226019,-1.0071064732225996,2.0650983046909115,2.4145162478677755,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2016-07,299.310450411179,301.83855552711753,7,100103.81816150551,0.011291679124134963,-1.1583004571639999,2.8739009362093024,3.3319507653931,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2016-08,299.2024426970236,302.63685992376315,8,100041.38035781722,0.007426593942269456,-1.8782450572001368,2.025917404439874,3.074856284496554,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2016-09,299.2829015387989,302.2376644384224,9,100371.16534648789,0.00799019494940867,-0.8433334355868123,1.500705257283237,1.8840584062960077,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2016-10,297.9379752567287,301.1698133209321,10,100642.19506703173,0.004096793948062146,-0.016698354888568585,-0.13062590544317423,1.4132109970457656,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2016-11,292.66156386944937,296.53548915282954,11,101076.51250944108,0.0012175415912788444,0.14176311959387788,-0.7350804538164972,1.2056016125644782,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,2016-12,289.68877199601314,293.3429495604977,12,101255.61276120342,1.43677382886311E-5,0.8364424790260413,-0.8074740297724713,1.4917268858361012,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,2017-01,286.76500895674013,291.41012313243476,1,101378.8072523288,7.140301886190978E-6,1.323779809895119,-1.3881142562969933,2.001919452746073,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,2017-02,288.58482903886767,294.8642213450698,2,101265.56777442094,1.2759978318975458E-4,0.9915040741994419,-0.37275157424378375,1.694999137714797,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2017-03,292.1193950918146,297.46505270167535,3,100912.4656155589,0.0031458137971456914,-0.3202366196226857,0.8137274850471261,1.6758326180679064,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,2017-04,296.691537011522,300.51275398123784,4,100594.88577070746,0.011631869504271378,-0.5164462888408884,2.0519713221719975,2.558460593500282,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,2017-05,298.60512235551204,302.13689227301063,5,100402.78192031721,0.010095204522857613,-0.7084116249646305,1.069215729769623,1.6490776797715248,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,2017-06,299.2402227457436,302.1748755386829,6,100003.91194454934,0.016545536689280205,-1.188258093025269,2.0405653799408516,2.7971315317300625,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2017-07,299.3256302048913,301.91352612206333,7,100024.69111593657,0.01291109818443731,-1.6916097720944265,2.4060566368179854,3.0977377668406207,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2017-08,299.5222974272053,302.4507518941182,8,100168.41954147784,0.010741626057297381,-0.8902554135788364,2.175545938689663,2.5268467130950216,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2017-09,299.52999831830624,302.2529013703837,9,100448.68242384192,0.010358532760498628,-0.4503089068939557,1.528892862904828,1.8963082784391303,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,2017-10,297.63485318248235,300.6494501734309,10,100711.65198105488,0.00765861656501784,-0.6210001164692767,0.49351482175268074,1.7281627550620289,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,2017-11,292.47179133327813,296.77762604835414,11,101097.27336826533,2.847156670967525E-4,0.5462518554559767,-1.2798988810478737,1.6547468239932888,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,2017-12,290.2565163788118,293.1737592099776,12,101333.7195477719,0.003342609691798446,0.5127661223437971,-0.9140771968967366,1.434068194612527,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,2018-01,285.8703682921564,289.5823057053672,1,101208.82438947634,2.8631038709348678E-5,1.2718343428374537,-0.9386636787430876,1.7084627869308142,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,2018-02,289.4341502885923,295.0451122825599,2,101217.31667768126,1.2781845463964099E-4,0.5848204124610109,0.02793093946915258,1.3322052626355816,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2018-03,292.7811947856185,299.2403461375626,3,100861.14115527441,0.002082530556252266,0.25551146887700477,0.7103068433259309,1.5616757813439697,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,2018-04,295.88947445964527,299.7091110798047,4,100731.78153323264,0.007422002593443653,-0.7150150535570049,0.9557134225169217,1.6159002557504443,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,2018-05,297.2620239503674,300.5395077554601,5,100489.7993863293,0.01379272966305205,-1.0506602202897586,1.7128728071128256,2.248996107874146,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2018-06,299.30350231159133,302.55037048278376,6,99929.13473533482,0.010557683369694402,-0.8617069933229579,2.076301176526395,2.5616192406983527,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,2018-07,299.3979245465328,302.3620800191182,7,99847.701131357,0.008994479684678749,-1.8577087452044303,2.6104633477759385,3.401053937465985,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2018-08,299.4087894189994,302.7982877825442,8,99940.66086826535,0.004901619186326636,-1.8074128219848433,2.202034634477783,2.9416074799769834,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2018-09,299.14028890711535,302.62702792226247,9,100511.40807999749,0.004720451983774206,-0.4945981492268714,1.4782361741272458,2.222899135192521,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,2018-10,295.95030928167097,299.9274454076484,10,101028.38935202667,0.0031092847777157272,-0.5043995773083975,0.07308035544293287,1.3122704023174028,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2018-11,291.74779735000476,296.54109500758227,11,101247.47401025932,1.4412964251548217E-4,0.08266539997219559,-0.3247592952376286,1.151428171256595,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,2018-12,287.8257592085025,292.2778592112561,12,101384.12272941842,0.0010762478577344481,1.1078874404096652,-1.3868574605847652,1.8566218712258513,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,2019-01,286.421156825808,291.81882206819813,1,101503.7027284743,8.791790666434298E-6,1.2531251360402489,-1.2762275164941286,1.8865584934444894,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2019-02,288.2589824572791,294.708783874819,2,101324.79317252015,0.0015578792786857813,0.89807121290301,-0.558265563866643,1.6619222335714001,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2019-03,291.44636411177066,298.912522195161,3,101025.18850232878,0.001620229059705569,0.6381058741912379,0.46365259687706056,1.549115044559568,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2019-04,296.85454005676456,300.81472444563104,4,100728.05746317976,0.005329484130984616,-0.48095681544276997,0.9027024415204413,1.6214942197394389,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2019-05,299.0996379133918,303.0142160959234,5,100350.55462141236,0.00849662391498895,-0.26324101995155286,2.720526242616313,2.9675529722322165,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2019-06,299.5414573892245,302.8858059640137,6,100058.90296135446,0.011239134867873497,-0.8635745939651405,2.1561656666186155,2.5967969605223455,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,2019-07,299.47022477041435,302.47158187143987,7,99977.27431552116,0.0090022980628492,-1.2387763246188588,2.842828292260837,3.4466940593250124,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,2019-08,299.4989130025905,302.9762637227683,8,100022.37098911128,0.00811215270815224,-1.653707015310289,1.9263144498145113,2.737697040213365,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2019-09,299.08755013119173,302.0998424887298,9,100585.43550163646,0.006617455997045667,-1.2016770591668613,1.3688443881867514,2.319439429796259,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2019-10,297.3237346975705,300.3256214768025,10,100977.59015766616,0.005540136116475226,0.01334007904046072,-0.15595739856137247,1.3147217932706117,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2019-11,293.814630489599,297.032960324321,11,101134.31724729355,0.002661710084966512,0.10995388423830776,-0.8366847736237634,1.3333400760167122,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,2019-12,288.10649876897065,291.33687658703695,12,101491.09925100702,2.960515832648052E-4,0.673417729205355,-1.3265918131681367,1.6695080838753422,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2020-01,287.2292411934813,290.53213701353815,1,101440.92775679758,3.0749083258289466E-4,0.8327808781933088,-0.8899827900489892,1.4613881186108637,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2020-02,287.1720693229068,292.97774908982007,2,101421.705659932,2.6529726077540345E-4,0.9225131753948401,-0.7975780428596374,1.4860894817723467,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2020-03,290.98096461608213,297.9470721257297,3,101037.65058377391,9.742980864774042E-4,0.7405979571505736,-0.5895456534197925,1.305704277485616,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2020-04,295.2327483546939,300.12212318504925,4,100842.42910844662,0.008789861825654005,-0.511507714713088,1.1779209001186748,1.6260074084749558,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2020-05,297.83395723801965,301.35176339970616,5,100466.7773917422,0.008735001007749623,-0.6008537680540919,1.5663046151129496,2.1370691244833866,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2020-06,299.48227020909053,302.30461222330723,6,100179.81300195114,0.010974825188435034,-0.8916498917587338,2.5912988449511576,2.977570554640344,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2020-07,299.96349251277485,303.0719247992785,7,100020.35332640984,0.009110957196156781,-1.3714584534501981,3.002637621907429,3.5835179968381254,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2020-08,,,8,,,,,,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2020-09,,,9,,,,,,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2020-10,,,10,,,,,,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2020-11,,,11,,,,,,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2020-12,,,12,,,,,,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2021-01,,,1,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2021-02,,,2,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2021-03,,,3,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2021-04,,,4,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2021-05,,,5,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2021-06,,,6,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2021-07,,,7,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,2021-08,,,8,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2021-09,,,9,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2021-10,,,10,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2021-11,,,11,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2021-12,,,12,,,,,,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2022-01,,,1,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2022-02,,,2,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2022-03,,,3,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2022-04,,,4,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2022-05,,,5,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2022-06,,,6,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2022-07,,,7,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2022-08,,,8,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2022-09,,,9,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2022-10,,,10,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2022-11,,,11,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2022-12,,,12,,,,,,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2023-01,,,1,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2023-02,,,2,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2023-03,,,3,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2023-04,,,4,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2023-05,,,5,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2023-06,,,6,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2023-07,,,7,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2023-08,,,8,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2023-09,,,9,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2023-10,,,10,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2023-11,,,11,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2023-12,,,12,,,,,,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2024-01,,,1,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2024-02,,,2,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2024-03,,,3,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2024-04,,,4,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2024-05,,,5,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2024-06,,,6,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2024-07,,,7,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2024-08,,,8,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2024-09,,,9,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2024-10,,,10,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2024-11,,,11,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2024-12,,,12,,,,,,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2025-01,,,1,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2025-02,,,2,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2025-03,,,3,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2025-04,,,4,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2025-05,,,5,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2025-06,,,6,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2025-07,,,7,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2025-08,,,8,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2025-09,,,9,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2025-10,,,10,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,2025-11,,,11,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2025-12,,,12,,,,,,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
